1.539336e-03	9.440810e-04
2.139873e-02	4.934540e-04
4.248830e-02	1.134000e-05
5.423466e-02	3.000000e-09
7.601289e-02	1.641890e-04
1.621065e-01	1.000000e-09
1.939508e-01	2.074520e-04
2.358407e-01	4.748700e-05
2.777816e-01	5.306100e-05
3.195576e-01	3.145540e-04
3.613826e-01	1.000000e-09
3.932533e-01	2.504530e-04
4.350956e-01	1.000000e-09
4.870743e-01	2.466280e-04
5.189844e-01	1.000000e-09
5.609277e-01	2.702860e-04
5.927808e-01	2.130590e-04
6.347792e-01	4.000000e-09
6.767438e-01	1.949030e-04
7.186297e-01	1.000000e-09
7.603044e-01	2.114380e-04
8.022214e-01	1.000000e-09
8.342906e-01	1.000000e-09
8.763176e-01	2.750270e-04
9.183141e-01	1.000000e-09
9.600558e-01	3.200190e-04
1.001951e+00	1.000000e-09
1.033757e+00	3.646720e-04
1.075772e+00	1.760550e-04
1.162804e+00	4.066710e-04
1.176222e+00	4.480950e-04
1.197063e+00	3.446580e-04
1.247383e+00	4.047290e-04
1.278035e+00	1.284860e-04
1.328346e+00	1.000000e-09
1.368585e+00	2.000000e-09
1.408840e+00	2.000000e-09
1.449078e+00	2.000000e-09
1.489604e+00	3.691520e-04
1.519901e+00	2.000000e-09
1.568812e+00	3.312230e-04
1.609285e+00	1.000000e-09
1.639470e+00	4.015610e-04
1.679612e+00	3.492900e-04
1.719898e+00	1.000000e-09
1.760080e+00	2.000000e-09
1.800263e+00	2.704130e-04
1.840448e+00	2.000000e-09
1.875636e+00	3.142030e-04
1.925891e+00	4.399050e-04
1.966290e+00	3.774810e-04
2.006606e+00	1.042800e-05
2.046871e+00	3.030340e-04
2.087048e+00	1.000000e-09
2.127547e+00	1.000000e-09
2.167796e+00	2.793420e-04
2.208083e+00	1.000000e-09
2.248423e+00	2.000000e-09
2.289011e+00	3.109850e-04
2.329273e+00	2.327140e-04
2.359386e+00	3.853730e-04
2.399635e+00	9.872000e-06
2.439863e+00	2.977110e-04
2.480099e+00	3.056630e-04
2.520382e+00	3.682410e-04
2.550571e+00	1.000000e-09
2.600824e+00	2.000000e-09
2.641025e+00	1.000000e-09
2.681200e+00	1.337370e-04
2.721435e+00	2.000000e-09
2.761643e+00	2.000000e-09
2.801951e+00	1.000000e-09
2.842056e+00	1.000000e-09
2.882409e+00	7.185800e-05
2.922595e+00	3.277610e-04
2.962825e+00	4.097390e-04
3.002974e+00	3.442080e-04
3.043282e+00	1.000000e-09
3.073473e+00	1.000000e-09
3.123784e+00	3.150340e-04
3.164052e+00	2.000000e-09
3.204332e+00	2.000000e-09
3.244598e+00	2.000000e-09
3.284888e+00	1.044800e-05
3.325063e+00	1.245500e-05
3.365670e+00	3.501948e-03
3.405900e+00	5.823640e-04
3.446331e+00	8.682270e-04
3.486574e+00	1.000000e-09
3.526840e+00	8.478780e-04
3.567136e+00	1.000000e-09
3.598352e+00	2.000000e-09
3.648671e+00	1.074540e-04
3.688925e+00	3.572350e-04
3.729201e+00	6.485710e-04
3.769639e+00	1.025275e-03
3.800017e+00	8.031100e-04
3.880993e+00	3.459570e-04
3.921254e+00	6.490300e-05
3.961460e+00	9.710450e-04
4.001746e+00	8.893050e-04
4.041999e+00	1.209697e-03
4.082218e+00	9.362220e-04
4.122714e+00	1.451954e-03
4.203266e+00	2.000000e-09
4.243501e+00	1.000000e-09
4.283768e+00	1.571800e-04
4.324101e+00	1.261437e-03
4.364423e+00	7.337470e-04
4.404712e+00	6.815970e-04
4.445005e+00	2.000000e-09
4.485301e+00	4.206710e-04
4.525548e+00	3.405600e-04
4.565849e+00	7.769560e-04
4.606003e+00	7.006670e-04
4.646261e+00	1.267770e-03
4.686523e+00	7.957710e-04
4.726825e+00	9.312360e-04
4.767100e+00	2.000000e-09
4.807362e+00	3.000000e-09
4.847607e+00	2.000000e-09
4.878790e+00	4.005810e-04
4.929005e+00	4.783120e-04
4.969272e+00	1.051542e-03
4.999527e+00	2.000000e-09
5.039734e+00	9.220440e-04
5.079967e+00	1.000000e-09
5.120425e+00	1.125147e-03
5.160722e+00	1.000000e-09
5.201037e+00	3.168730e-04
5.241245e+00	4.000000e-09
5.281584e+00	1.366600e-05
5.321866e+00	4.000000e-09
5.362040e+00	2.677990e-04
5.402359e+00	3.800550e-04
5.442642e+00	1.069199e-03
5.482877e+00	2.000000e-09
5.523084e+00	1.041750e-03
5.563360e+00	8.837710e-04
5.603624e+00	1.220285e-03
5.643947e+00	9.215300e-04
5.684126e+00	8.150680e-04
5.724397e+00	2.766570e-04
5.764607e+00	2.000000e-09
5.804837e+00	1.000000e-09
5.845066e+00	1.044800e-05
5.885316e+00	7.045000e-06
5.925527e+00	1.141550e-04
5.965776e+00	7.309370e-04
6.006007e+00	6.431700e-04
6.046216e+00	6.695790e-04
6.086603e+00	2.000000e-09
6.126824e+00	9.249030e-04
6.167012e+00	5.273820e-04
6.207237e+00	6.247210e-04
6.247461e+00	1.000000e-09
6.287771e+00	1.786160e-04
6.327985e+00	6.985700e-05
6.368268e+00	4.000000e-09
6.408537e+00	4.000000e-09
6.448850e+00	4.419700e-04
6.489137e+00	4.221110e-04
6.529382e+00	6.896700e-04
6.559579e+00	6.362450e-04
6.599822e+00	8.543150e-04
6.640088e+00	5.106330e-04
6.680406e+00	6.297620e-04
6.720587e+00	4.576400e-04
6.760891e+00	5.823850e-04
6.801168e+00	1.000000e-09
6.841465e+00	5.585370e-04
6.881776e+00	5.123020e-04
6.922084e+00	9.526360e-04
6.962412e+00	2.000000e-09
7.002638e+00	1.100157e-03
7.042883e+00	1.732465e-03
7.083144e+00	2.000000e-09
7.123370e+00	6.905390e-04
7.163597e+00	2.000000e-09
7.203850e+00	1.000000e-09
7.244159e+00	6.456210e-04
7.284412e+00	3.000000e-09
7.314555e+00	1.282400e-05
7.364856e+00	1.000000e-09
7.405153e+00	2.524700e-05
7.445394e+00	9.342000e-06
7.485661e+00	2.374000e-04
7.525888e+00	4.562760e-04
7.566176e+00	1.040042e-03
7.606591e+00	1.000000e-09
7.647253e+00	3.537890e-04
7.687582e+00	1.000000e-09
7.727885e+00	5.478200e-05
7.768131e+00	9.709700e-05
7.808410e+00	8.282830e-04
7.848703e+00	1.000000e-09
7.889002e+00	4.000000e-09
7.929252e+00	6.454550e-04
7.959496e+00	9.427790e-04
7.999799e+00	5.695810e-04
8.040377e+00	1.501310e-04
8.080573e+00	1.000000e-09
8.120900e+00	4.000000e-09
8.161200e+00	1.000000e-09
8.201502e+00	6.073440e-04
8.241761e+00	4.702620e-04
8.282063e+00	2.000000e-09
8.322306e+00	7.049300e-04
8.362551e+00	8.326050e-04
8.402754e+00	5.163800e-04
8.443960e+00	5.000000e-09
8.484234e+00	5.000000e-09
8.524476e+00	7.000000e-09
8.564807e+00	3.239040e-04
8.605107e+00	8.339010e-04
8.645429e+00	5.749330e-04
8.685591e+00	1.076600e-05
8.725882e+00	5.849750e-04
8.766182e+00	8.624390e-04
8.806411e+00	1.000000e-09
8.846574e+00	9.335750e-04
8.887068e+00	3.914610e-04
8.927169e+00	4.000000e-09
8.967477e+00	5.586990e-04
9.047885e+00	2.211570e-04
9.088057e+00	7.311200e-05
9.128335e+00	3.140540e-04
9.168629e+00	4.922410e-04
9.208923e+00	8.587900e-04
9.289419e+00	5.397770e-04
9.319559e+00	6.110600e-04
9.359761e+00	5.506040e-04
9.389995e+00	9.706010e-04
9.440256e+00	5.580330e-04
9.480438e+00	4.000000e-09
9.520691e+00	6.265600e-04
9.560907e+00	8.652000e-06
9.601207e+00	1.079900e-05
9.641508e+00	2.385600e-04
9.681765e+00	1.400430e-04
9.721994e+00	2.545200e-05
9.762220e+00	2.448230e-04
9.802502e+00	4.388650e-04
9.842770e+00	1.023852e-03
9.883498e+00	7.621670e-04
9.923769e+00	8.307270e-04
9.963971e+00	6.799270e-04
1.000429e+01	3.000000e-09
1.004459e+01	1.000000e-09
1.008487e+01	4.000000e-09
1.012515e+01	1.000000e-09
1.016537e+01	3.945380e-04
1.020559e+01	2.308720e-04
1.024592e+01	7.939560e-04
1.028643e+01	8.124410e-04
1.032661e+01	1.203374e-03
1.036688e+01	4.072880e-04
1.040711e+01	8.760760e-04
1.044748e+01	2.000000e-09
1.048773e+01	1.075400e-05
1.052796e+01	1.297350e-04
1.056844e+01	1.718060e-04
1.060871e+01	1.000000e-09
1.064904e+01	4.437070e-04
1.068934e+01	5.085630e-04
1.071956e+01	1.093139e-03
1.075980e+01	6.434740e-04
1.080002e+01	2.000000e-09
1.084023e+01	1.000000e-09
1.088053e+01	1.108923e-03
1.092080e+01	7.340090e-04
1.096109e+01	2.514300e-04
1.100133e+01	4.000000e-09
1.104165e+01	1.777900e-04
1.108186e+01	1.083100e-05
1.112209e+01	2.271540e-04
1.116234e+01	2.879270e-03
1.120261e+01	9.381210e-04
1.124286e+01	6.293470e-04
1.128315e+01	1.203100e-05
1.132333e+01	7.487270e-04
1.136364e+01	5.000000e-09
1.140391e+01	7.437010e-04
1.144415e+01	2.000000e-09
1.148439e+01	2.435450e-04
1.152465e+01	3.484300e-05
1.156491e+01	2.000000e-09
1.160515e+01	1.277230e-04
1.164537e+01	1.092900e-05
1.167559e+01	2.383220e-04
1.172591e+01	4.894400e-04
1.176618e+01	9.706710e-04
1.180642e+01	4.937730e-04
1.184672e+01	1.000000e-09
1.188719e+01	6.320000e-04
1.192738e+01	8.517630e-04
1.196765e+01	1.000000e-09
1.200792e+01	2.000000e-09
1.204816e+01	4.000000e-09
1.208843e+01	1.000000e-09
1.212862e+01	1.000000e-09
1.216893e+01	5.111180e-04
1.220923e+01	4.454810e-04
1.223948e+01	7.047200e-04
1.227970e+01	5.890440e-04
1.231987e+01	1.061600e-03
1.236016e+01	5.128840e-04
1.239034e+01	2.000000e-09
1.244063e+01	6.576100e-04
1.248089e+01	6.412450e-04
1.252109e+01	1.517100e-04
1.256136e+01	2.000000e-09
1.260164e+01	2.000000e-09
1.264187e+01	1.000000e-09
1.268215e+01	6.037800e-05
1.272231e+01	6.610030e-04
1.276257e+01	5.068000e-04
1.280284e+01	7.381540e-04
1.284309e+01	4.000000e-09
1.288336e+01	1.130400e-05
1.292363e+01	5.891160e-04
1.296391e+01	9.056560e-04
1.300417e+01	5.063340e-04
